classification,seller_institution_id,seller_name,loanbook_ref,loan_id,borrower_id,borrower_display_name,vehicle_type,state,origination_date,as_of_date,original_principal_inr,principal_outstanding_inr,annual_interest_rate_percent,original_term_months,instalments_paid,scheduled_instalment_inr,days_past_due,missed_instalments
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0324,SYN-C-BR-0324,Synthetic Borrower C0324,Electric two-wheeler,Maharashtra,2025-01-15,2026-09-15,235556.86,126952.72,18.0,36,19,8515.94,30,1
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0325,SYN-C-BR-0325,Synthetic Borrower C0325,Electric two-wheeler,Karnataka,2025-02-15,2026-09-15,249297.68,166794.37,14.0,48,19,6812.43,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0326,SYN-C-BR-0326,Synthetic Borrower C0326,Electric two-wheeler,Tamil Nadu,2025-03-15,2026-09-15,263038.5,146162.49,15.0,36,18,9118.32,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0327,SYN-C-BR-0327,Synthetic Borrower C0327,Electric two-wheeler,Maharashtra,2025-04-15,2026-09-15,276779.31,198109.62,16.0,48,17,7844.0,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0328,SYN-C-BR-0328,Synthetic Borrower C0328,Electric two-wheeler,Karnataka,2025-05-15,2026-09-15,290520.13,179299.4,17.0,36,16,10357.84,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0329,SYN-C-BR-0329,Synthetic Borrower C0329,Electric two-wheeler,Tamil Nadu,2025-06-15,2026-09-15,304260.95,231297.43,18.0,48,15,8937.67,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0330,SYN-C-BR-0330,Synthetic Borrower C0330,Electric two-wheeler,Maharashtra,2025-07-15,2026-09-15,318001.77,226367.3,14.0,36,12,10868.55,66,2
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0331,SYN-C-BR-0331,Synthetic Borrower C0331,Electric two-wheeler,Karnataka,2025-08-15,2026-09-15,331742.58,260433.12,15.0,48,13,9232.64,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0332,SYN-C-BR-0332,Synthetic Borrower C0332,Electric two-wheeler,Tamil Nadu,2025-09-15,2026-09-15,345483.41,248067.81,16.0,36,12,12146.17,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0333,SYN-C-BR-0333,Synthetic Borrower C0333,Electric two-wheeler,Maharashtra,2025-01-15,2026-09-15,235556.87,156203.38,17.0,48,20,6797.0,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0334,SYN-C-BR-0334,Synthetic Borrower C0334,Electric two-wheeler,Karnataka,2025-02-15,2026-09-15,249297.69,134358.3,18.0,36,19,9012.71,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0335,SYN-C-BR-0335,Synthetic Borrower C0335,Electric two-wheeler,Tamil Nadu,2025-03-15,2026-09-15,263038.5,181063.27,14.0,48,18,7187.92,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0336,SYN-C-BR-0336,Synthetic Borrower C0336,Electric two-wheeler,Maharashtra,2025-04-15,2026-09-15,276779.31,183550.97,15.0,36,14,9594.65,93,3
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0337,SYN-C-BR-0337,Synthetic Borrower C0337,Electric two-wheeler,Karnataka,2025-05-15,2026-09-15,290520.14,213333.83,16.0,48,16,8233.42,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0338,SYN-C-BR-0338,Synthetic Borrower C0338,Electric two-wheeler,Tamil Nadu,2025-06-15,2026-09-15,304260.95,195852.93,17.0,36,15,10847.73,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0339,SYN-C-BR-0339,Synthetic Borrower C0339,Electric two-wheeler,Maharashtra,2025-07-15,2026-09-15,318001.77,247373.82,18.0,48,14,9341.3,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0340,SYN-C-BR-0340,Synthetic Borrower C0340,Electric two-wheeler,Karnataka,2025-08-15,2026-09-15,331742.59,227565.5,14.0,36,13,11338.18,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0341,SYN-C-BR-0341,Synthetic Borrower C0341,Electric two-wheeler,Tamil Nadu,2025-09-15,2026-09-15,345483.4,277368.25,15.0,48,12,9615.06,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0342,SYN-C-BR-0342,Synthetic Borrower C0342,Electric two-wheeler,Maharashtra,2025-01-15,2026-09-15,235556.87,125227.54,16.0,36,19,8281.48,30,1
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0343,SYN-C-BR-0343,Synthetic Borrower C0343,Electric two-wheeler,Karnataka,2025-02-15,2026-09-15,249297.68,170099.0,17.0,48,19,7193.5,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0344,SYN-C-BR-0344,Synthetic Borrower C0344,Electric two-wheeler,Tamil Nadu,2025-03-15,2026-09-15,263038.5,149037.78,18.0,36,18,9509.47,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0345,SYN-C-BR-0345,Synthetic Borrower C0345,Electric two-wheeler,Maharashtra,2025-04-15,2026-09-15,276779.32,195800.86,14.0,48,17,7563.4,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0346,SYN-C-BR-0346,Synthetic Borrower C0346,Electric two-wheeler,Karnataka,2025-05-15,2026-09-15,290520.14,177242.29,15.0,36,16,10070.98,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0347,SYN-C-BR-0347,Synthetic Borrower C0347,Electric two-wheeler,Tamil Nadu,2025-06-15,2026-09-15,304260.95,228993.53,16.0,48,15,8622.84,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0348,SYN-C-BR-0348,Synthetic Borrower C0348,Electric two-wheeler,Maharashtra,2025-07-15,2026-09-15,318001.77,229310.5,17.0,36,12,11337.63,66,2
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0349,SYN-C-BR-0349,Synthetic Borrower C0349,Electric two-wheeler,Karnataka,2025-08-15,2026-09-15,331742.59,263850.0,18.0,48,13,9744.94,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0350,SYN-C-BR-0350,Synthetic Borrower C0350,Electric two-wheeler,Tamil Nadu,2025-09-15,2026-09-15,345483.4,245929.9,14.0,36,12,11807.8,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0351,SYN-C-BR-0351,Synthetic Borrower C0351,Electric two-wheeler,Maharashtra,2025-01-15,2026-09-15,235556.87,154076.02,15.0,48,20,6555.72,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0352,SYN-C-BR-0352,Synthetic Borrower C0352,Electric two-wheeler,Karnataka,2025-02-15,2026-09-15,249297.68,132532.48,16.0,36,19,8764.57,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0353,SYN-C-BR-0353,Synthetic Borrower C0353,Electric two-wheeler,Tamil Nadu,2025-03-15,2026-09-15,263038.5,184451.46,17.0,48,18,7589.99,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0354,SYN-C-BR-0354,Synthetic Borrower C0354,Electric two-wheeler,Maharashtra,2025-04-15,2026-09-15,276779.32,186324.35,18.0,36,14,10006.24,93,3
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0355,SYN-C-BR-0355,Synthetic Borrower C0355,Electric two-wheeler,Karnataka,2025-05-15,2026-09-15,290520.13,210998.71,14.0,48,16,7938.89,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0356,SYN-C-BR-0356,Synthetic Borrower C0356,Electric two-wheeler,Tamil Nadu,2025-06-15,2026-09-15,304260.95,193750.79,15.0,36,15,10547.31,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0357,SYN-C-BR-0357,Synthetic Borrower C0357,Electric two-wheeler,Maharashtra,2025-07-15,2026-09-15,318001.77,245079.71,16.0,48,14,9012.26,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0358,SYN-C-BR-0358,Synthetic Borrower C0358,Electric two-wheeler,Karnataka,2025-08-15,2026-09-15,331742.57,230780.38,17.0,36,13,11827.53,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0359,SYN-C-BR-0359,Synthetic Borrower C0359,Electric two-wheeler,Tamil Nadu,2025-09-15,2026-09-15,345483.4,280716.52,18.0,48,12,10148.57,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0360,SYN-C-BR-0360,Synthetic Borrower C0360,Electric two-wheeler,Maharashtra,2025-01-15,2026-09-15,235556.87,123495.35,14.0,36,19,8050.78,30,1
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0361,SYN-C-BR-0361,Synthetic Borrower C0361,Electric two-wheeler,Karnataka,2025-02-15,2026-09-15,249297.67,167903.13,15.0,48,19,6938.14,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0362,SYN-C-BR-0362,Synthetic Borrower C0362,Electric two-wheeler,Tamil Nadu,2025-03-15,2026-09-15,263038.49,147123.42,16.0,36,18,9247.65,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0363,SYN-C-BR-0363,Synthetic Borrower C0363,Electric two-wheeler,Maharashtra,2025-04-15,2026-09-15,276779.31,199250.74,17.0,48,17,7986.48,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0364,SYN-C-BR-0364,Synthetic Borrower C0364,Electric two-wheeler,Karnataka,2025-05-15,2026-09-15,290520.15,180322.2,18.0,36,16,10503.0,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0365,SYN-C-BR-0365,Synthetic Borrower C0365,Electric two-wheeler,Tamil Nadu,2025-06-15,2026-09-15,304260.96,226648.53,14.0,48,15,8314.38,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0366,SYN-C-BR-0366,Synthetic Borrower C0366,Electric two-wheeler,Maharashtra,2025-07-15,2026-09-15,318001.77,227354.05,15.0,36,12,11023.64,66,2
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0367,SYN-C-BR-0367,Synthetic Borrower C0367,Electric two-wheeler,Karnataka,2025-08-15,2026-09-15,331742.58,261583.46,16.0,48,13,9401.68,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0368,SYN-C-BR-0368,Synthetic Borrower C0368,Electric two-wheeler,Tamil Nadu,2025-09-15,2026-09-15,345483.4,249127.46,17.0,36,12,12317.43,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0369,SYN-C-BR-0369,Synthetic Borrower C0369,Electric two-wheeler,Maharashtra,2025-01-15,2026-09-15,235556.87,157257.13,18.0,48,20,6919.48,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0370,SYN-C-BR-0370,Synthetic Borrower C0370,Electric two-wheeler,Karnataka,2025-02-15,2026-09-15,249297.68,130699.24,14.0,36,19,8520.4,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0371,SYN-C-BR-0371,Synthetic Borrower C0371,Electric two-wheeler,Tamil Nadu,2025-03-15,2026-09-15,263038.5,182200.69,15.0,48,18,7320.56,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0372,SYN-C-BR-0372,Synthetic Borrower C0372,Electric two-wheeler,Maharashtra,2025-04-15,2026-09-15,276779.32,184479.88,16.0,36,14,9730.74,93,3
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0373,SYN-C-BR-0373,Synthetic Borrower C0373,Electric two-wheeler,Karnataka,2025-05-15,2026-09-15,290520.13,214487.03,17.0,48,16,8382.97,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0374,SYN-C-BR-0374,Synthetic Borrower C0374,Electric two-wheeler,Tamil Nadu,2025-06-15,2026-09-15,304260.95,196897.25,18.0,36,15,10999.76,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0375,SYN-C-BR-0375,Synthetic Borrower C0375,Electric two-wheeler,Maharashtra,2025-07-15,2026-09-15,318001.77,242742.14,14.0,48,14,8689.87,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0376,SYN-C-BR-0376,Synthetic Borrower C0376,Electric two-wheeler,Karnataka,2025-08-15,2026-09-15,331742.57,228642.74,15.0,36,13,11499.97,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0377,SYN-C-BR-0377,Synthetic Borrower C0377,Electric two-wheeler,Tamil Nadu,2025-09-15,2026-09-15,345483.4,278496.1,16.0,48,12,9791.1,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0378,SYN-C-BR-0378,Synthetic Borrower C0378,Electric two-wheeler,Maharashtra,2025-01-15,2026-09-15,235556.86,126091.05,17.0,36,19,8398.24,30,1
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0379,SYN-C-BR-0379,Synthetic Borrower C0379,Electric two-wheeler,Karnataka,2025-02-15,2026-09-15,249297.68,171185.79,18.0,48,19,7323.12,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0380,SYN-C-BR-0380,Synthetic Borrower C0380,Electric two-wheeler,Tamil Nadu,2025-03-15,2026-09-15,263038.48,145199.17,14.0,36,18,8990.03,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0381,SYN-C-BR-0381,Synthetic Borrower C0381,Electric two-wheeler,Maharashtra,2025-04-15,2026-09-15,276779.32,196959.62,15.0,48,17,7702.98,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0382,SYN-C-BR-0382,Synthetic Borrower C0382,Electric two-wheeler,Karnataka,2025-05-15,2026-09-15,290520.13,178272.73,16.0,36,16,10213.83,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0383,SYN-C-BR-0383,Synthetic Borrower C0383,Electric two-wheeler,Tamil Nadu,2025-06-15,2026-09-15,304260.95,230150.68,17.0,48,15,8779.46,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0384,SYN-C-BR-0384,Synthetic Borrower C0384,Electric two-wheeler,Maharashtra,2025-07-15,2026-09-15,318001.77,230280.07,18.0,36,12,11496.53,66,2
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0385,SYN-C-BR-0385,Synthetic Borrower C0385,Electric two-wheeler,Karnataka,2025-08-15,2026-09-15,331742.58,259271.52,14.0,48,13,9065.36,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0386,SYN-C-BR-0386,Synthetic Borrower C0386,Electric two-wheeler,Tamil Nadu,2025-09-15,2026-09-15,345483.4,247001.93,15.0,36,12,11976.3,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0387,SYN-C-BR-0387,Synthetic Borrower C0387,Electric two-wheeler,Maharashtra,2025-01-15,2026-09-15,235556.87,155142.96,16.0,48,20,6675.75,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0388,SYN-C-BR-0388,Synthetic Borrower C0388,Electric two-wheeler,Karnataka,2025-02-15,2026-09-15,249297.68,133446.36,17.0,36,19,8888.14,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0389,SYN-C-BR-0389,Synthetic Borrower C0389,Electric two-wheeler,Tamil Nadu,2025-03-15,2026-09-15,263038.49,185564.51,18.0,48,18,7726.76,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0390,SYN-C-BR-0390,Synthetic Borrower C0390,Electric two-wheeler,Maharashtra,2025-04-15,2026-09-15,276779.33,182617.74,14.0,36,14,9459.66,93,3
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0391,SYN-C-BR-0391,Synthetic Borrower C0391,Electric two-wheeler,Karnataka,2025-05-15,2026-09-15,290520.14,212171.01,15.0,48,16,8085.39,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0392,SYN-C-BR-0392,Synthetic Borrower C0392,Electric two-wheeler,Tamil Nadu,2025-06-15,2026-09-15,304260.94,194804.07,16.0,36,15,10696.91,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0393,SYN-C-BR-0393,Synthetic Borrower C0393,Electric two-wheeler,Maharashtra,2025-07-15,2026-09-15,318001.77,246232.25,17.0,48,14,9175.95,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0394,SYN-C-BR-0394,Synthetic Borrower C0394,Electric two-wheeler,Karnataka,2025-08-15,2026-09-15,331742.58,231840.61,18.0,36,13,11993.29,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0395,SYN-C-BR-0395,Synthetic Borrower C0395,Electric two-wheeler,Tamil Nadu,2025-09-15,2026-09-15,345483.41,276228.76,14.0,48,12,9440.84,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0396,SYN-C-BR-0396,Synthetic Borrower C0396,Electric two-wheeler,Maharashtra,2025-01-15,2026-09-15,235556.87,124362.28,15.0,36,19,8165.66,30,1
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0397,SYN-C-BR-0397,Synthetic Borrower C0397,Electric two-wheeler,Karnataka,2025-02-15,2026-09-15,249297.68,169004.73,16.0,48,19,7065.17,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0398,SYN-C-BR-0398,Synthetic Borrower C0398,Electric two-wheeler,Tamil Nadu,2025-03-15,2026-09-15,263038.51,148081.89,17.0,36,18,9378.04,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0399,SYN-C-BR-0399,Synthetic Borrower C0399,Electric two-wheeler,Maharashtra,2025-04-15,2026-09-15,276779.31,200382.83,18.0,48,17,8130.39,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0400,SYN-C-BR-0400,Synthetic Borrower C0400,Electric two-wheeler,Karnataka,2025-05-15,2026-09-15,290520.14,176208.16,14.0,36,16,9929.29,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0401,SYN-C-BR-0401,Synthetic Borrower C0401,Electric two-wheeler,Tamil Nadu,2025-06-15,2026-09-15,304260.96,227826.11,15.0,48,15,8467.81,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0402,SYN-C-BR-0402,Synthetic Borrower C0402,Electric two-wheeler,Maharashtra,2025-07-15,2026-09-15,318001.77,228335.14,16.0,36,12,11180.0,66,2
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0403,SYN-C-BR-0403,Synthetic Borrower C0403,Electric two-wheeler,Karnataka,2025-08-15,2026-09-15,331742.58,262722.45,17.0,48,13,9572.45,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0404,SYN-C-BR-0404,Synthetic Borrower C0404,Electric two-wheeler,Tamil Nadu,2025-09-15,2026-09-15,345483.41,250180.82,18.0,36,12,12490.05,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0405,SYN-C-BR-0405,Synthetic Borrower C0405,Electric two-wheeler,Maharashtra,2025-01-15,2026-09-15,235556.87,153002.72,14.0,48,20,6436.94,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0406,SYN-C-BR-0406,Synthetic Borrower C0406,Electric two-wheeler,Karnataka,2025-02-15,2026-09-15,249297.68,131616.74,15.0,36,19,8641.99,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0407,SYN-C-BR-0407,Synthetic Borrower C0407,Electric two-wheeler,Tamil Nadu,2025-03-15,2026-09-15,263038.49,183330.13,16.0,48,18,7454.58,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0408,SYN-C-BR-0408,Synthetic Borrower C0408,Electric two-wheeler,Maharashtra,2025-04-15,2026-09-15,276779.31,185404.36,17.0,36,14,9867.94,93,3
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0409,SYN-C-BR-0409,Synthetic Borrower C0409,Electric two-wheeler,Karnataka,2025-05-15,2026-09-15,290520.13,215630.49,18.0,48,16,8534.03,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0410,SYN-C-BR-0410,Synthetic Borrower C0410,Electric two-wheeler,Tamil Nadu,2025-06-15,2026-09-15,304260.94,192693.15,14.0,36,15,10398.92,0,0
SYNTHETIC_ONLY,demo-nbfc-ev-002,Synthetic Summit Vehicle Finance NBFC,SYN-EV-2W-2025,SYN-C-LN-0411,SYN-C-BR-0411,Synthetic Borrower C0411,Electric two-wheeler,Maharashtra,2025-07-15,2026-09-15,318001.77,243916.3,15.0,48,14,8850.23,0,0
